block_num,validator_id,validator_type,winning_builder_id,winning_bid,total_gas_fee,total_mev,validator_stake,validator_nodes,gini_coefficient,hhi,top_5_share,total_stake_eth
6348,proposer_1,proposer,builder_17,624343278.6,645778014,47936740,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6349,proposer_0,proposer,builder_10,550988824.5,586778005,25431800,512000000000,16,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6350,builder_2,builder,builder_2,0.0,565200002,2649010,384000000000,12,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6351,builder_19,builder,builder_19,0.0,968300000,24182400,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6352,proposer_3,proposer,builder_10,747121410.9,806040011,24094890,96000000000,3,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6353,proposer_4,proposer,builder_26,665593304.4,715420006,24128110,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6354,builder_13,builder,builder_13,0.0,674159994,77423830,64000000000,2,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6355,proposer_1,proposer,builder_15,756224735.4,801574006,38658700,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6356,proposer_2,proposer,builder_26,829551585.6,876420014,45303970,160000000000,5,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6357,proposer_1,proposer,builder_15,732579891.3000001,785679997,28280660,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6358,builder_45,builder,builder_45,0.0,708800000,709140,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6359,builder_2,builder,builder_2,0.0,692719992,36833000,384000000000,12,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6360,proposer_1,proposer,builder_15,683671810.5,757300005,2335340,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6361,builder_12,builder,builder_12,0.0,597659999,4080500,64000000000,2,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6362,proposer_33,proposer,builder_6,366456698.1,401400009,5613100,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6363,proposer_11,proposer,builder_10,610139351.7,613762013,64170600,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6364,builder_1,builder,builder_1,0.0,642500000,13327700,480000000000,15,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6365,builder_5,builder,builder_5,0.0,417900000,4035680,192000000000,6,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6366,builder_0,builder,builder_0,0.0,506799999,55104980,576000000000,18,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6367,proposer_1,proposer,builder_21,650027005.2,718300008,3952220,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6368,builder_18,builder,builder_18,0.0,919199986,6120390,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6369,builder_7,builder,builder_7,0.0,527000000,1506560,96000000000,3,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6370,proposer_0,proposer,builder_16,566480077.2,606424008,22803300,512000000000,16,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6371,builder_3,builder,builder_3,0.0,537900000,24460060,288000000000,9,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6372,proposer_2,proposer,builder_12,785032389.0,843800010,28458200,160000000000,5,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6373,builder_1,builder,builder_1,0.0,504500000,31120400,480000000000,15,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6374,builder_44,builder,builder_44,0.0,637300000,5857840,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6375,proposer_5,proposer,builder_6,691808621.4,688960006,79716240,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6376,proposer_36,proposer,builder_15,848761682.4,926374006,16694530,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6377,proposer_3,proposer,builder_19,762919800.3000001,827700007,19988660,96000000000,3,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6378,builder_9,builder,builder_9,0.0,794899996,1265590,64000000000,2,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6379,proposer_1,proposer,builder_11,659288029.5,701560005,30982250,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6380,proposer_1,proposer,builder_15,568447786.8000001,604860002,26748650,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6381,proposer_15,proposer,builder_4,706090525.2,775639998,8724030,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6382,builder_4,builder,builder_4,0.0,1017699994,21842500,224000000000,7,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6383,builder_17,builder,builder_17,0.0,633500003,1406640,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6384,proposer_49,proposer,builder_8,573458405.4,628300006,8876000,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6385,builder_9,builder,builder_9,0.0,685200007,10666930,64000000000,2,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6386,builder_7,builder,builder_7,0.0,449500000,23642730,96000000000,3,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6387,builder_17,builder,builder_17,0.0,769900002,1801700,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6388,proposer_4,proposer,builder_25,636335529.3000001,675538007,31216470,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6389,builder_23,builder,builder_23,0.0,841099996,2798800,64000000000,2,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6390,proposer_30,proposer,builder_23,588446910.0,626600010,27229890,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6391,builder_46,builder,builder_46,0.0,626700000,1825970,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6392,proposer_0,proposer,builder_4,508108799.7,541700003,22865330,512000000000,16,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6393,proposer_0,proposer,builder_9,568757433.6,629110004,2073700,512000000000,16,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6394,proposer_45,proposer,builder_11,648712771.2,701000008,19652960,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6395,proposer_37,proposer,builder_14,490233693.6,497720014,46984090,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6396,proposer_32,proposer,builder_12,813565251.9,880500011,23461380,64000000000,2,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6397,builder_49,builder,builder_49,0.0,664900000,336330,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6398,builder_2,builder,builder_2,0.0,736959999,51735710,384000000000,12,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6399,builder_0,builder,builder_0,0.0,627299997,12182800,576000000000,18,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6400,proposer_42,proposer,builder_0,603060143.4,662240006,7826820,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6401,builder_1,builder,builder_1,0.0,512900000,12240700,480000000000,15,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6402,proposer_21,proposer,builder_22,679191703.2,719780008,34877440,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6403,builder_10,builder,builder_10,0.0,627939995,19227200,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6404,builder_29,builder,builder_29,0.0,589900000,10265210,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6405,builder_49,builder,builder_49,0.0,679200000,9900800,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6406,builder_0,builder,builder_0,0.0,820678000,53515300,576000000000,18,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6407,builder_3,builder,builder_3,0.0,714600000,2646040,288000000000,9,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6408,proposer_0,proposer,builder_27,608757073.2,630450008,45946740,512000000000,16,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6409,builder_6,builder,builder_6,0.0,606039996,3708200,128000000000,4,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6410,proposer_40,proposer,builder_10,599044776.3000001,630356007,35249300,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6411,builder_14,builder,builder_14,0.0,745439998,17065520,64000000000,2,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6412,proposer_20,proposer,builder_19,451170520.2,487400008,13900570,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6413,builder_2,builder,builder_2,0.0,889100004,26976350,384000000000,12,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6414,proposer_1,proposer,builder_11,547743949.2,559020008,49584380,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6415,builder_1,builder,builder_1,0.0,570500000,3253000,480000000000,15,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6416,proposer_3,proposer,builder_2,744348238.2,797104008,29949590,96000000000,3,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6417,proposer_1,proposer,builder_21,382553214.3,414680007,10379120,352000000000,11,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6418,builder_4,builder,builder_4,0.0,878679997,27341430,224000000000,7,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6419,builder_18,builder,builder_18,0.0,605530007,18855220,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6420,builder_6,builder,builder_6,0.0,596204009,40370200,128000000000,4,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6421,builder_36,builder,builder_36,0.0,776600000,2409630,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6422,builder_3,builder,builder_3,0.0,652100000,2616100,288000000000,9,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6423,builder_4,builder,builder_4,0.0,598660001,48911020,224000000000,7,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6424,proposer_33,proposer,builder_4,776540095.2,839440008,23382320,32000000000,1,0.46516587677725113,320.07367309808853,34.12322274881517,6752.0
6425,builder_20,builder,builder_20,0.0,772699995,20381600,64000000000,2,0.46518867924528307,317.72872908508367,33.9622641509434,6784.0
6426,proposer_49,proposer,builder_19,512440207.2,545400008,23978000,64000000000,2,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6427,proposer_33,proposer,builder_13,594006144.3000001,653240007,6766820,32000000000,1,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6428,builder_11,builder,builder_11,0.0,679369999,50131860,64000000000,2,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6429,proposer_0,proposer,builder_4,666468393.3000001,731469997,9050440,512000000000,16,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6430,builder_1,builder,builder_1,0.0,443300000,1831100,480000000000,15,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6431,proposer_0,proposer,builder_19,721478416.5,745560005,55303680,512000000000,16,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6432,builder_17,builder,builder_17,0.0,682100003,27051940,32000000000,1,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6433,builder_27,builder,builder_27,0.0,853260004,9306560,64000000000,2,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6434,proposer_1,proposer,builder_6,582116588.1,622800009,23996200,352000000000,11,0.4651173708920189,315.41360841102954,33.80281690140845,6816.0
6435,builder_4,builder,builder_4,0.0,623800002,2149840,256000000000,8,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6436,proposer_6,proposer,builder_20,662176203.3000001,724020007,11731330,32000000000,1,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6437,builder_2,builder,builder_2,0.0,570160006,43653390,384000000000,12,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6438,proposer_6,proposer,builder_4,604959504.3000001,663580007,8597220,32000000000,1,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6439,builder_3,builder,builder_3,0.0,631900000,21422230,288000000000,9,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6440,proposer_24,proposer,builder_15,526371390.0,561186000,23624600,32000000000,1,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6441,proposer_31,proposer,builder_6,593109727.2,632200008,26810800,32000000000,1,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6442,builder_20,builder,builder_20,0.0,576119996,7665890,64000000000,2,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6443,builder_4,builder,builder_4,0.0,922600004,6487200,256000000000,8,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6444,builder_2,builder,builder_2,0.0,716420002,42662300,384000000000,12,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6445,builder_13,builder,builder_13,0.0,678039994,10694300,64000000000,2,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6446,builder_32,builder,builder_32,0.0,584000000,2737300,32000000000,1,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6447,builder_28,builder,builder_28,0.0,387159998,52955720,32000000000,1,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6448,builder_0,builder,builder_0,0.0,677959996,13697370,576000000000,18,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6449,builder_0,builder,builder_0,0.0,697260001,3752050,576000000000,18,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6450,builder_0,builder,builder_0,0.0,766499999,2624720,576000000000,18,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6451,builder_0,builder,builder_0,0.0,626299992,1855600,576000000000,18,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6452,proposer_2,proposer,builder_15,491557597.2,526120008,20055100,160000000000,5,0.46700934579439257,315.748100270766,33.64485981308411,6848.0
6453,builder_10,builder,builder_10,0.0,586178002,32678700,64000000000,2,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6454,builder_21,builder,builder_21,0.0,547299997,20268440,64000000000,2,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6455,builder_46,builder,builder_46,0.0,571300000,1521150,32000000000,1,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6456,proposer_44,proposer,builder_13,579726548.1,591140009,53000600,32000000000,1,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6457,proposer_24,proposer,builder_19,639594927.0,686700010,23961020,32000000000,1,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6458,builder_20,builder,builder_20,0.0,611599999,3423200,64000000000,2,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6459,proposer_1,proposer,builder_19,503688434.40000004,552600006,7053810,352000000000,11,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6460,proposer_3,proposer,builder_25,710531113.5,748212015,41267000,96000000000,3,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6461,proposer_3,proposer,builder_10,575083809.0,598800010,40182000,96000000000,3,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6462,proposer_34,proposer,builder_14,545187407.4,602400006,3363780,32000000000,1,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6463,builder_48,builder,builder_48,0.0,429700000,5387790,32000000000,1,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6464,builder_27,builder,builder_27,0.0,705919998,11222220,64000000000,2,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6465,builder_9,builder,builder_9,0.0,805370002,27017400,64000000000,2,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6466,builder_3,builder,builder_3,0.0,630200000,1802890,288000000000,9,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6467,proposer_32,proposer,builder_4,533217782.7,552540003,39924200,64000000000,2,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6468,builder_3,builder,builder_3,0.0,473400000,4718540,288000000000,9,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6469,builder_2,builder,builder_2,0.0,658440000,12354940,384000000000,12,0.4668372093023257,313.4667387777177,33.48837209302326,6880.0
6470,builder_0,builder,builder_0,0.0,535400006,9107080,608000000000,19,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6471,builder_1,builder,builder_1,0.0,639200000,1141500,480000000000,15,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6472,builder_36,builder,builder_36,0.0,690800000,3229380,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6473,proposer_42,proposer,builder_2,701756580.6,756722004,23007530,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6474,proposer_34,proposer,builder_11,547741392.3000001,589600007,18955040,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6475,proposer_1,proposer,builder_18,715667139.0,778520010,16619200,352000000000,11,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6476,builder_0,builder,builder_0,0.0,838000001,2558040,608000000000,19,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6477,builder_20,builder,builder_20,0.0,502179998,27330330,64000000000,2,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6478,builder_45,builder,builder_45,0.0,448300000,821400,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6479,builder_16,builder,builder_16,0.0,793080008,39859600,64000000000,2,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6480,builder_2,builder,builder_2,0.0,497999995,2832160,384000000000,12,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6481,proposer_49,proposer,builder_19,790255890.0,875700010,2340290,64000000000,2,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6482,proposer_36,proposer,builder_24,791877783.6,878400004,1442400,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6483,proposer_28,proposer,builder_8,858832566.3000001,950700007,3558400,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6484,proposer_43,proposer,builder_17,570596139.0,601340010,32655700,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6485,builder_2,builder,builder_2,0.0,826500001,26577600,384000000000,12,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6486,builder_42,builder,builder_42,0.0,472100000,2142280,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6487,builder_11,builder,builder_11,0.0,850533989,41974030,64000000000,2,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6488,builder_6,builder,builder_6,0.0,499400001,20051300,128000000000,4,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6489,builder_3,builder,builder_3,0.0,670400000,2831700,288000000000,9,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6490,builder_1,builder,builder_1,0.0,511900000,1574440,480000000000,15,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6491,proposer_2,proposer,builder_10,836757637.2,867200008,62530700,160000000000,5,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6492,proposer_10,proposer,builder_0,590321705.4,646080006,9833000,64000000000,2,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6493,builder_13,builder,builder_13,0.0,703439999,4036640,64000000000,2,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6494,proposer_1,proposer,builder_4,676955619.0,716260010,35912900,352000000000,11,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6495,builder_19,builder,builder_19,0.0,528540004,21214130,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6496,builder_47,builder,builder_47,0.0,444500000,4219430,32000000000,1,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6497,builder_16,builder,builder_16,0.0,723727999,13411780,64000000000,2,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6498,proposer_0,proposer,builder_15,678214487.7,749799993,3766030,512000000000,16,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6499,builder_1,builder,builder_1,0.0,632700000,1150560,480000000000,15,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6500,builder_2,builder,builder_2,0.0,522640007,28715240,384000000000,12,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6501,proposer_1,proposer,builder_13,520784375.40000004,550974006,27675300,352000000000,11,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6502,builder_4,builder,builder_4,0.0,539019997,38769700,256000000000,8,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6503,builder_4,builder,builder_4,0.0,718080003,44381100,256000000000,8,0.46925925925925926,318.5013717421125,33.7962962962963,6912.0
6504,proposer_3,proposer,builder_25,608543270.1,655900009,20259180,128000000000,4,0.47073732718894007,317.05918579710766,33.6405529953917,6944.0
6505,builder_8,builder,builder_8,0.0,497840002,18269700,64000000000,2,0.47073732718894007,317.05918579710766,33.6405529953917,6944.0
6506,proposer_49,proposer,builder_8,411444203.40000004,449700006,7305220,64000000000,2,0.47073732718894007,317.05918579710766,33.6405529953917,6944.0
6507,proposer_49,proposer,builder_10,423643732.2,432900008,37815250,64000000000,2,0.47073732718894007,317.05918579710766,33.6405529953917,6944.0
6508,proposer_43,proposer,builder_10,502963746.3,545600007,13248600,64000000000,2,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6509,builder_4,builder,builder_4,0.0,482860011,20264240,256000000000,8,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6510,builder_45,builder,builder_45,0.0,630900000,2580160,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6511,builder_10,builder,builder_10,0.0,479540004,66838900,64000000000,2,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6512,builder_0,builder,builder_0,0.0,566919999,22149630,608000000000,19,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6513,builder_0,builder,builder_0,0.0,709300006,13995610,608000000000,19,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6514,proposer_1,proposer,builder_2,559135356.3000001,602440007,18821500,352000000000,11,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6515,proposer_1,proposer,builder_27,440455356.0,459280010,30114830,352000000000,11,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6516,proposer_3,proposer,builder_28,630144819.9,682546011,17614900,128000000000,4,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6517,proposer_35,proposer,builder_9,540313431.3000001,555780007,44568250,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6518,builder_2,builder,builder_2,0.0,752140000,15712190,384000000000,12,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6519,builder_40,builder,builder_40,0.0,493000000,10082600,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6520,builder_47,builder,builder_47,0.0,495700000,1345800,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6521,builder_2,builder,builder_2,0.0,540500006,44443940,384000000000,12,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6522,proposer_1,proposer,builder_15,718111015.2,794600008,3301120,352000000000,11,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6523,proposer_3,proposer,builder_6,489163747.5,531200005,12315270,128000000000,4,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6524,proposer_0,proposer,builder_24,651450095.1,703500009,20267330,512000000000,16,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6525,builder_24,builder,builder_24,0.0,802499998,30556780,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6526,proposer_13,proposer,builder_16,680060925.9,727300011,28323240,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6527,proposer_9,proposer,builder_13,604907022.6,665100014,7018900,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6528,builder_2,builder,builder_2,0.0,865740008,20488290,384000000000,12,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6529,proposer_1,proposer,builder_0,514000085.40000004,560860006,10176200,352000000000,11,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6530,proposer_19,proposer,builder_21,513744274.8,553400012,17426960,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6531,proposer_31,proposer,builder_12,660519112.5,726100005,7810120,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6532,proposer_48,proposer,builder_21,433625346.90000004,452680011,28869930,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6533,proposer_18,proposer,builder_0,762333034.5,840520005,6516700,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6534,builder_1,builder,builder_1,0.0,458600000,3923620,480000000000,15,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6535,builder_43,builder,builder_43,0.0,655100000,17876190,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6536,proposer_38,proposer,builder_17,538746831.9,582734011,15873580,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6537,builder_0,builder,builder_0,0.0,903320006,11621160,608000000000,19,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6538,builder_8,builder,builder_8,0.0,1079899996,4249870,64000000000,2,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6539,builder_3,builder,builder_3,0.0,848000000,1656820,288000000000,9,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6540,builder_7,builder,builder_7,0.0,566400000,9886170,96000000000,3,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6541,builder_3,builder,builder_3,0.0,595700000,18341630,288000000000,9,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6542,builder_14,builder,builder_14,0.0,560179998,94739270,64000000000,2,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6543,builder_18,builder,builder_18,0.0,563360003,11085000,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6544,builder_20,builder,builder_20,0.0,481339996,32734470,64000000000,2,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6545,proposer_30,proposer,builder_2,551917769.4,597720006,15521960,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6546,proposer_35,proposer,builder_2,564879692.7,605140003,22432300,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6547,builder_3,builder,builder_3,0.0,632600000,1751310,288000000000,9,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6548,builder_3,builder,builder_3,0.0,525400000,1150910,288000000000,9,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6549,proposer_0,proposer,builder_10,497765151.90000004,519480011,33592380,512000000000,16,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6550,builder_0,builder,builder_0,0.0,825819996,50670800,608000000000,19,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6551,builder_3,builder,builder_3,0.0,543700000,1610980,288000000000,9,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6552,proposer_24,proposer,builder_6,694972410.3000001,710194007,60897560,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6553,proposer_33,proposer,builder_4,546971524.2,573490008,34256130,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6554,proposer_32,proposer,builder_19,692655243.3000001,767360007,2256930,64000000000,2,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
6555,proposer_8,proposer,builder_11,647283089.7,677020013,42183420,32000000000,1,0.4704587155963304,314.7883174816935,33.48623853211009,6976.0
